,Á¦Ç°,age,skintype,review
1969,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['25'],['º¹ÇÕ¼º'],ÀÌ°Å ¿ø·¡´Â ºí·çº£¸® ½ãÅ©¸² »ç·Á°í Çß´Âµ¥ Á÷¿øÀÌ ±×³É Å©¸²À¸·Î Àß¸ø µé¾ú³ªºÁ¿©.. ±×°Åµµ ¸ð¸£°í ¶â¾î¹ö·Á¼­ ±×³É ½è´Âµ¥ °¡º­¿î ¼öºÐÅ©¸² °°¾Æ¼­ Àü ¿©¸§¿¡ ±â¸§ ¸¹ÀÌ ¿Ã¶ó¿À´Ï±î °¡º±°Ô ¹ß¶óÁÖ°í ÀÖ¾î¿ä! ¿©¸§¿¡ ¼öºÐÅ©¸² ´ë¿ëÀ¸·Î ¹Ù¸£°í ÀÖ½À´Ï´ç¤¾
1970,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['26'],['°Ç¼º'],"±ÞÇÏ°Ô Å©¸²ÀÌ ÇÊ¿äÇØ¼­ º¸ÀÌ´Â ÀÌ´Ï½ºÇÁ¸® °¡¼­ ±¸ÀÔÇß¾î¿ä ½ºÅ²ÀÌ¶û Å¬·»Àú ¸î ¹ø ½áº» ¶óÀÎÀÌ¶ó¼­ ÀÌ Á¦Ç°À¸·Î °ñ¶ú´Âµ¥ ±×³É ±×·¡¿ä ÁøÂ¥ ±×³É ±×·¡¿ä
¹Î°¨¼ºÇÑÅ×´Â ¹«¸Å·ÂÀÌ ¸Å·ÂÀÌ¶ó´Ï±î ¹¹ ±¦Âú¾Ò¾î¿ä Å©¸²Ä¡°í´Â »ý°¢º¸´Ù º¸½À°¨ÀÌ ³ôÁø ¾Ê°í ±Ùµ¥ Á¦Çü º¸¸é ¹¹ ¾îÂ÷ÇÇ µü °¨ ¿Í¿ä ±×·¸´Ù°í ¿©·¯¹ø ·¹ÀÌ¾î¸µ ÇÏ¸ç ¹ß¶óº¸¸é ¶Ç °Ñµ¹¾Æ¿ä
±ÞÇÑ ÀÏ ¾Æ´Ï¸é ¾ÕÀ¸·Î´Â ¾µ ÀÏ ¾øÀ» °Í °°³×¿ä ¿©Çà ÆÄ¿ìÄ¡¿¡´Â ´Ã ÀÖ¾î¿ä"
1971,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['18'],['°Ç¼º'],"ÀÌ ºí·çº£¸® ¶óÀÎ Å¬·»Â¡ÆûÀ» ½á ºÃ´Âµ¥
¼øÇÏ°í ÁÁ¾Æ¼­ Å©¸²µµ ±¸¸ÅÇÏ¿© ½á ºÃ´Ù
»ý°¢º¸´Ù ¹±¾î¼­ º°·ÎÀÏÁÙ ¾Ë¾Ò´Âµ¥
°ÇÁ¶ÇÏÁöµµ ¾Ê°í ¹Ù¸£°í ÀÚ¸é ÇÇºÎ°¡
¸Å-²öÇÏ°Ô µÇ¾îÀÖ´Ù Æ©ºêÇüÀÌ¶ó »¡¸®
¾µ°Í°°Áö¸¸ ±×¸¸Å­ ÁÁÀ¸´Ï^.^"
1972,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['23'],['º¹ÇÕ¼º'],"ÀÌÁ¦Ç°À» 2¹øÁ¤µµ Àç±¸¸ÅÇØ¼­ »ç¿ëÇØ ºÃ¾î¿ä. ÀÌ¶óÀÎÀ¸·Î ½ºÅ²À» ±¸¸ÅÇÏ¸é¼­ ÇÔ²² ±¸¸ÅÇß¾î¿ä. ·Î¼ÇÀÌ Á» ´Ê°Ô Ãâ½ÃµÇ¾î¼­ ÀÌ Å©¸²À» »ç¼­ ¾²´Ù°¡ ·Î¼Ç Ãâ½Ã µÇÀÚ¸¶ÀÚ ¹Ù·Î °¥¾ÆÅÀ¾î¿ä.
ÀÌ Á¦Ç° °°Àº °æ¿ì ¼öºÐ°¨Àº ÀÖÁö¸¸ ±Ý¹æ ³¯¾Æ°¡°í, ¹±°í °¡º­¿î Á¦ÇüÀÇ ´À³¦ÀÌ¶ó Å©¸²º¸´Ü ·Î¼Ç°°Àº ´À³¦ÀÌ¾ú¾î¿ä. Æ©ºêÇü½ÄÀÌ¶ó ±×·±Áö ¾çµµ Á» Àû°Ô ´À²¸Á³±¸¿ä.. º¹ÇÕ¼º¤ýÁö¼ºÇÇºÎÀÌ½Å ºÐµé²²´Â ¾î´ÀÁ¤µµ ¸Â°ÚÁö¸¸ °Ç¼ºÇÇºÎÀÌ½Å ºÐµé²²´Â ±×¸® ÃßÃµµå¸®°í ½ÍÁø ¾ÊÀº Á¦Ç°ÀÌ¿¡¿ä.
±×·¡µµ ¼ººÐ ÀÚÃ¼°¡ ¿ö³« ¼øÇÑ Á¦Ç°ÀÎÁö¶ó ÇÇºÎ¿¡ ºÎ´ãÀÌ ¸¹ÀÌ °¡Áö ¾Ê°í Å« ÇÇºÎ Æ®·¯ºíÀÌ »ý±âÁö ¾Ê´Â Á¡ÀÌ ÁÁ¾Ò¾î¿ä."
1973,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['23'],['°Ç¼º'],¹«³­ÇÏ°Ô¾²±â ¤¡¤º °¡º±°í Èí¼öÀßµÊ
1974,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['17'],['°Ç¼º'],"#ºí·çº£¸®¸®¹ë·±½ÌÅ©¸² Å©¸²ÀÚÃ¼°¡ ÃËÃËÇß¾î¿ë
±Ùµ¥ °¡²û Á¦°¡ ÇÇºÎ°¡ °ÇÁ¶ÇØÁ®¼­ ¶¯±æ¶§°¡ ÀÖ´Âµ¥ ±×¶§ ¹Ù¸£¸é Á¶±Ý µû°©´õ¶ó±¸¿ä¤Ð¤Ð
¿äÁòÀº ÇÇºÎ°¡ Ç×»ó °ÇÁ¶ÇØ¼­ ¹Ù¸£¸é µû°¡¿ï±îºÁ ¸¹ÀÌ´Â ¸ø¹Ù¸£°í ÀÖ³×¿ä ??
Å©¸²À» ¹Ù¸£°í ³ª¸é °Ç¼ºÀÌ¶ó ±×·±°¡ Èí¼ö°¡ ¾öÃ» »¡¸®µÇ°í »¡¸® »ç¶ó(?)Á³¾î¿ä ~

¾Æ ±×¸®°í ±×·¸°Ô ¸¹ÀÌ ¾´°Å°°Áö ¾ÊÀºµ¥ Å©¸²ÀÌ »¡¸® ¾çÀÌ ÁÙ¾îµå´Â°Å °°¾Æ ¾Æ½¬¿ü¾î¿ä ¤Ð¤Ð"
1975,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['20'],['º¹ÇÕ¼º'],¹º°¡ ´Ù¸¥ Á¦Ç°µé¿¡ ºñÇØ¼­ µü Àâ¾ÆÁÖ´Â °Ô ÀÖ´Âµ¥ ±×°Ô ¹ºÁö Á¤È®È÷´Â ¸ð¸£°ÚÀ½.. ±Ùµ¥ ±×³É °è¼Ó »ç°ÔµÇ´Â?? ¾Ä°í³ª¼­µµ °è¼Ó ±â¸§ÀÌ ¸¹ÀÌ ¿Ã¶ó¿À´Âµ¥ ¾È ¿Ã¶ó¿À°í ¾î´ÀÁ¤µµ ÃËÃËÇÏ°í °ÇÁ¶ÇÏÁöµµ ¾ÊÀ½
1976,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['19'],['º¹ÇÕ¼º'],"Á÷¿øÀÌ ¿©µå¸§ÇÇºÎ¿¡ ÁÁ´Ù°í ÃßÃµÇØÁØÅÛ
ÀåÁ¡
1. ¾ó±¼¿¡ ¹¹°¡ ¾È³²(¹Î°¨¼ºÀÌ¶ó ·Î¼Ç ¾Æ¹«°Å³ª ¾²¸é ¾ó±¼¿¡ Á¼½Ò³²)
2. ÃËÃËÇÔ ( º¹ÇÕ¼ºÀÎµ¥ º¼ºÎºÐ¿¡ °ÇÁ¶ÇÔ¶§¹®¿¡ ¿©µå¸§ÀÌ ÀÖ´ÂÆí. )

´ÜÁ¡
1. ½Ã°£ÀÌ Áö³ª¸é À¯ºÐÀÌ Á¶±Ý ¿Ã¶ó¿È(±Ùµ¥ ¾ÆÁÖ Á¶±ÝÀÓ)"
1977,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['24'],['º¹ÇÕ¼º'],±×³É Æò»ó½Ã¿¡ ·Î¼Ç¹Ù¸£°í ÇÑ¹ø ´õ ¹Ù¸£±â ÁÁÀº ¼öºÐÅ©¸²ÀÎ°Å°°¤·¤¿¿ä! ÀÚ±â Àü¿¡´Â Á¶±Ý ºÎÁ·ÇÑ ´À³¦ÀÌ µé¾î¼­ ´Ù¸¥ ¼öºÐÅ©¸² ¹Ù¸£Áö¸¸ ÀÏ»ó»ýÈ° ÇÏ±â¿¡ Âðµæ°Å¸®Áöµµ ¾Ê°í ¹Ù·Î¹Ù·Î Èí¼ö µÇ´Â Á¡ÀÌ ÁÁÀº°Å°°¾Æ¿ä
1978,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['23'],['°Ç¼º'],"ÀÏ´Ü ¼ººÐÀÌ ÁÁ°í °¡°Ýµµ ±¦ÂúÀºÆíÀÌ¶ó ÁÁ¾Æ¿ä!
¾Æ½¬¿îÁ¡Àº Á» º¸½À°¨Àº ¶³¾îÁö´Â °Í °°¾Æ¿ä
¾²¸é¼­ ¸· ¾î¶² È¿°ú¸¦ º¸Áö´Â ¸øÇÑ °Í °°½À´Ï´Ù!"
1979,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['27'],['Áö¼º'],Áö¼º ÇÇºÎ¿¡ ½ºÅ² ÈÄ¿¡ ÇÏ³ª¸¸ ¹ß¶óµµ À¯¼öºÐ Àû´çÈ÷ Àâ¾ÆÁÖ´Â ¹«³­ÇÑ Å©¸²ÀÌ¾ú¾î¿ä!º°´Ù¸¥ Æ¯Â¡ ¾øÀÌ ¹«³­ÇÏ±ä ÇÑµ¥ ÀÇ¿Ü·Î ÀÌ·¸°Ô ¾Æ¹« ¹®Á¦µµ ¾ø´Â Å©¸² Ã£±âµµ Èûµé¾î¼­ Å©¸² °í¸£±â ±ÍÂúÀ» ¶§ °è¼Ó »ç°Ô µÇ´Â Å©¸²ÀÌ¿¡¿ä.Æ©ºê ¿ë±âµµ ÁÁ°í µðÀÚÀÎ ±ò²ûÇÏ°í ÈÞ´ëÇÏ±â ÁÁ°í Çâ±âµµ ÁÁ¾Æ¿ä!
1980,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['18'],['°Ç¼º'],¹Ù¸£°í ³ª¼­ ÀÜ¿©°¨µµ ¾ø°í ¹«°ÌÁö ¾Ê¾Æ¼­ ÁÁ¾Ò¾î¿ä ¹ú½á 5¹ø ºñ¿î Å©¸²!
1981,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['31'],['º¹ÇÕ¼º'],Å« ÀåÁ¡Àº ¾øÁö¸¸ Àß ½è¾î¿ä
1982,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['22'],['Áö¼º'],´Ù¸¥ ºí·çº£¸® ¶óÀÎÀÇ Á¦Ç°º¸´Ù´Â ¸¸Á·°¨ÀÌ Á» Àû¾ú´ø Á¦Ç°... ¿©¸§¿¡ ¾²¸é À¯ºÐ°¨ ½ÉÇÏ°í °Ü¿ï¿¡ ´Üµ¶À¸·Î ¹Ù¸£±â¿¡ °ÇÁ¶ÇÕ´Ï´ç.. ±×³É ½Î°í Å©¸²ÀÌÁö¸¸ ÅõºêÇüÀÌ¶ó »ç¿ëÇÏ±â Æí¸®ÇÏ´Ù´Â Á¡¸¸ »©¸é ¹«³­ ¹«³­ÇÏ°Ô ¹Ù¸¦ ¼ö ÀÖ´Â Å©¸²ÀÌ¿¡¿ä ÇÏÁö¸¸ Àç±¸¸Å´Â ÇÏÁö ¾ÊÀ» °Í °°³×¿ä¤Ð¤Ð!
1983,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['22'],['¹Î°¨¼º'],¿©¸§¿¡ ¾²±â ¹«³­ÇÏ°í ½Ñ¸À¿¡ ¾²´Â Á¦Ç°ÀÌ¿¡¿©
1984,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['26'],['Áö¼º'],#»ç¿ä ¼ººÐ ¼øÇÏ°í Â¥¼­ ¾²´Â Æ©ºêÇüÀÌ¶ó Á» ´õ ÆíÇØ¿ä Áö¼ºÇÇºÎÇÑÅ×´Â »ê¶æÇÏ°í Àû´çÇÑ º¸½ÀÀÌ¶ó ¾²±â ÁÁÀº °Å °°¾Æ¿ä °¡°Ýµµ ºÎ´ã¾ø°í¿ä
1985,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['20'],['°Ç¼º'],Å©¸² ¾µ¸¸ÇÑµ¥ º¸½À·ÂÀÌ ÃæºÐÇÏÁö´Â ¾ÊÀº°¡ °°¾Æ¿ä Å¬·»Â¡Æû ½ºÅ² ·Î¼Ç Å©¸² ´Ù ÀÌ ¶óÀÎ ¾²°í ÀÖ´Âµ¥ Å©¸²¸¸ ´Ù ¾²¸é ´Ù¸¥ ¶óÀÎÀ¸·Î ¹Ù²Ù·Á°í ÇÕ´Ï´Ù;
1986,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['23'],['°Ç¼º'],Å©¸²Ä¡°í´Â º¸½ÀÀÌ ÂÍ µþ¸®´Â°Í °°½À´Ï´ç ¹Ù¶÷ºÒ°í(Æ¯È÷ È÷ÅÍ...) ±×·¯¸é ±Ý¹æ ¸Þ¸»¶ó¿ä...¤Ì¤Ì..·Î¼Ç´À³¦À¸·Î ¾²°Å³ª ¾Æ¿¹ ¿©¸§¿¡ °¡º±°Ô ½á¾ßµÉµíÇÕ´Ï´Ù
1987,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['17'],['°Ç¼º'],¾Þ°£ÇÑµ¥ Àç±¸¸ÅÇÏ°í½ÍÀ» Á¤µµ¿¡ ¸Å·ÂÀº ¾øÀ½
1988,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['24'],['º¹ÇÕ¼º'],"#»ç¿ä
¿©¸§¿¡ ¾²¸é »ê¶æÇÏ´Ï º¸½À·Â ±¦Âú¾Æ¿ä! ¸îÅë¾¿ ½è½À´Ï´Ù!"
1989,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['22'],['°Ç¼º'],"#»ç¿ä
ÃËÃËÇÏ°í ÁÁÀ½ Æ®·¯ºí ¾È¿Ã¶ó¿À°í ¿ÀÈ÷·Á ÁÁ¾ÆÁø °É ºÁ¼­ Á¦Ç°Àº ¼øÇÑµí °è¼Ó ½áº¸°í ¾Æ¿¹ ÀÌ ¶óÀÎÀ¸·Î ½ºÅ²ÄÉ¾î ½Ï´Ù ¹Ù²Ü±î »ý°¢Áß ºí·çº£¸® Çâ ÁÁÀ½!!»óÅ­»óÅ­

±Ùµ¥ °Ç¼ºÀº ´Üµ¶À¸·Î ¹Ù¸£¸é ¼¼»ó°ÇÁ¶ÇØ.. ±ôºýÇÏ°í ¿ÀÀÏ ¾È³ÖÀ¸¸é °¡¹³ÆÄÆ¼ÀÓ °®°í ÀÖ´Â ¿ÀÀÏ 2~3¹æ¿ï ¼¯À¸¸é µü ÁÁÀ½ ±Ùµ¥ ÀÎÁß,ÀÔÁÖº¯,±¤´ë»ÀºÎºÐ µî ±Ø°­ÀÇ °ÇÁ¶ÇÔÀ» °¡Áö°í ÀÖ´Â °¡¹³Á¸¿¡°Ô´Â ¿©ÀüÈ÷ ºÎÁ·ÇÑµíÇÔ.. Áý¾È¿¡ ÀÖÀ¸¸é ±¦ÂúÀºµ¥ Ä®¹Ù¶÷ ¸Â´Â ¼ø°£ Â½Â½ °¥¶óÁü
¤Ð¤Ð¿À·£¸¸¿¡ »ç¿ë°¨ ÁÁÀº Å©¸² Ã£¾Æ¼­ ±â»ÚÁö¸¸ ÇÑ°Ü¿ïÀº Á» ¹«¸®°í(»ç½Ç ¿ÀÀÏ ¼¯¾î ¹Ù¸£±â ±ÍÂúÀ½) º½~ÃÊ°¡À»±îÁö Àß ¾µ°Í°°Àº Á¦Ç°ÀÓ! Æ¯È÷ ¿©¸§¿£ ÁøÂ¥ÁøÂ¥ Àß¾µ°Í°°À½"
1990,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['43'],['º¹ÇÕ¼º'],"#»ç¿ä
¼ººÐÁÁ°í ¹«³­ÇÑ Å©¸²ÀÔ´Ï´Ù. º¹ÇÕ¼º ÇÇºÎÀÌ½Å ºÐµé²² ÃßÃµÇØ¿ä,
°¡°Ýµµ ±º´õ´õ±â¾ø°í ±ò²ûÇØ¼­ ÁÁ½À´Ï´Ù."
1991,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['21'],['Áö¼º'],"#»ç¿ä
¼ººÐ ±ú²ý °¡°Ý ¼Ò¼Ò °Ô´Ù°¡ Çâµµ °ÅÀÇ ¾È³ª¼­ ±¦Âú¾Æ¿ä ºí·çº£¸® ¶óÀÎÀÌ ÀüÃ¼ÀûÀ¸·Î ¹Î°¨¼ºÇÑÅ×´Â ÁÁÀ»°Å°°¾Æ¿ë"
1992,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['32'],['¹Î°¨¼º'],"Ã³À½ »ç¿ëÇÒ¶© º°·Î ¾È¸Â´õ´Ï
¿ä±Ù·¡ ÀÌ ¶óÀÎÀ¸·Î ¹Ù²Ù¸é¼­ ´Ù½Ã ½áº¸´Ï±î
³Ê¹« Âû¶±ÀÌ¿¡¿ä!
¿©µå¸§µµ ¾È³ª°í ÇÇºÎ¿¡ Àß ½º¸çµì´Ï´Ù
È­Àåµµ Àß ¸Ô±¸¿ä~
Àü ¸¸Á·ÀÔ´Ï´Ù!"
1993,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['18'],['Áö¼º'],¹¹°¡ µü ÁÁ¾Æ! ¶ó°í´Â ÇÒ¼ö¾øÁö¸¸ ¹«³­ÇÏ°Ô ¾µ¼öÀÖ´Ù´Â Á¡ ¹«°ÌÁöµµ ¾Ê¾Æ¼­ ¾²±â¿¡´Â ±¦Âú°í Çâµµ ÁÁ¾Æ¿ä 3~5Åë Á¤µµ ºñ¿ö³½µíÇÕ´Ï´Ù
1994,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['26'],['º¹ÇÕ¼º'],¹¹°¡ ÁÁ¾Æ!¶ó°í ÇÏ±â¿¡´Â Á» ¹«¸®°¡ ÀÕÁö¸¸ ¿ÏÀÜ ±×³É ¹«³­ÇÏ°í ÁÁ¾Æ¿ä Â¯Â¯ °è¼ÓÀÌ°Í¸¸¾µµí
1995,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['27'],['º¹ÇÕ¼º'],¸îÅëÀ» ºñ¿ü´ÂÁö ¸ð¸£°ÚÀ½ ±Ùµ¥ ÀÌ Á¦Ç°ÀÌ ÁÁ¾Æ¼­ ¶ó±â º¸´Ù ±×³É ÀÌ °¡°Ý´ë¿¡ ¹«³­ÇÏ°Ô ¹ß¸®°í °Ç¼º ÇÇºÎ¿¡µµ ÃæºÐÇÑ°Å°°¾Æ¼­ ±²ÀåÈ÷ ¿À·¡ ¾´ Á¦Ç°. ±Ùµ¥ °Ü¿ïÃ¶ÀÌ¶ó ºÎÁ·ÇÑ ´À³¦ÀÌ µé¾î¼­ ´Ù¸¥ Á¦Ç°À» ±¸¸ÅÇÏ±äÇß´Âµ¥ ´Ù½Ã ¿©¸§µÇ¸é °¡º­¿î Å©¸²Ã£¾Æ ÀÌ Á¦Ç° ±¸¸ÅÇÒ°Å °°½À´Ï´Ù. ÀÌ´Ï½ºÇÁ¸®´Â ´ë¿ë·®À» Ãâ½ÃÇØÁÖ¼¼¿ä...¡Ù
1996,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['33'],['¹Î°¨¼º'],"°Ü¿ï¿¡ »ç¿ëÇÏ±â¿£ °ÇÁ¶ÇÏÁö¸¸ º½,¿©¸§¿¡ »ç¿ëÇÏ±â¿£ ÁÁ¾Æ¿ä."
1997,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['21'],['Áö¼º'],·Î¼Ç ´ë¿ëÀ¸·Î »ç¿ëÁß ±×³É °¡º±°í ÃËÃËÇÔ. ²Ù´öÇÑ ´À³¦Àº ¾øÀ½
1998,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['24'],['Áß¼º'],"#»ç¿ä

ÂËÂËÇâ±ß! »ç°èÀý ³»³» °Á ¹ß¶ó ¸· ¹ß¶ó
ÀÌ´ÏšÁÀº Á¦¹ß ºí·çº£¸®¶óÀÎµµ ¼¼ÀÏ ÇØÁÖ¶óÁ¶¤Ì¤Ì"
1999,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['17'],['Áö¼º'],ÀÌ Å©¸²Àº Á¤¸» Â¯ÀÌ¿´½À´Ï´Ù Á¦°¡ ¹Ù¸¥ Å©¸²Áß¿¡ Àß¸Â°í ÇÇºÎÅ¸ÀÔ»ó°ü¾øÀÌ Àß¸Â´Â Å©¸²°°½À´Ï´Ù ±×·¡¼­ Àú´Â °è¼Ó »ç¿ëÇÏ°í½Í½À´Ï´Ù
2000,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['26'],['°Ç¼º'],"¸®º§¶õ½Ì Å©¸²À» µÎÅùÇÏ°Ô ¹Ù¸£¸é ¼ö¸éÆÑÀ¸·Îµµ ÁÁ´ä´Ï´Ù!!
ÀÌ´Ï½ºÇÁ¸µ ºí·çº£¸® ¶óÀÎÀº Àß ¸ÂÀ¸¸é Á¤¸» ÂËÂËÇÏ°Ô ÇØÁÖ´Â ¤©ÀÎÀÎ°¡°°¾Æ¿©"
2001,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['29'],['º¹ÇÕ¼º'],"ÀÌ ¶óÀÎ ´Ù ÁÁ¾ÆÇÏ´Âµ¥ ÀÌ°Ç Âü ¹«³­ÇØ¼­ Àç±¸¸Å±îÁö ¾ÈÇÒ°Å °°Àº Á¦Ç°..
ÀåÁ¡µµ ´ÜÁ¡µµ ¾ø¾î¿ä"
2002,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['25'],['Áö¼º'],"ÂøÇÑ°¡°Ý. °¡º±°í ¼øÇÔ. Æ®·¯ºí ÇÇºÎ¿¡ ¾È¼º¸ÂÃã
ÀÌ¶óÀÎÀº ¼öºÎÁö¿¡ À¯¼öºÐ¹ë·±½º¸¦ ¸ÂÃç¾ß ÇÏ´Â »ç¶÷µé¿¡°Ô´Â ²À ÃßÃµÇÏ´Â Á¦Ç°ÀÓ.
ÀÌ Å©¸²Àº °Ü¿ï¿¡ ¹Ù¸£±â¿£ ¼öºÎÁö¿¡°Ô Á» ¹«¸®°¡ ÀÖÁö¸¸ ¿©¸§¿¡¼­ ÃÊ°¡À»±îÁö´Â Á¤¸» Àß ½èÀ½
Æ©ºêÇüÀÌ¶ó ¾çÁ¶Àýµµ ½±°í À§»ýÀûÀÌ°í.
ÆÐÅ°Â¡µµ ±ò²ûÇØ¼­ ¼ÕÀÌ ÀÚÁÖ °¬À½."
2003,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['23'],['°Ç¼º'],"Àú·ÅÇØ¼­ ±¸¸ÅÇÑ Á¦Ç°
¼ººÐµµ ³ª»ÚÁö ¾Ê°í ¹«³­ÇÏ°Ô ¾²±â ÁÁÀº Å©¸²ÀÌ¿¡¿ä!
°¡º±°í ºÎµå·´°Ô ¹ß·Á¼­ ÁÁ¾Æ¿ä
±Ùµ¥ °Ç¼ºµé¿¡°Ô´Â °Ü¿ïº¸´Ü ¿©¸§¿¡ ¾²±â
ÁÁÀ»µí ÇÕ´Ï´Ù¤Ì¤Ì °Ü¿ï¿¡ ¾²±â¿¡´Â »ìÂ¦
°ÇÁ¶ÇÑ ´À³¦µµ ÀÖ¾î¿ä"
2004,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['19'],['Áö¼º'],°¡º­¿ö¼­ ¿©¸§¿¡ ¹Ù¸£±â ÁÁÀº °Í °°¾Æ¿ä ±×³É ¹«³­ ¹«³­ÇÑ °Å °°¾Æ¿ä
2005,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['34'],['°Ç¼º'],"¹«³­ÇÑ Á¦Ç°.
Æ©ºê¶ó ¿©Çà°¥¶§ µé°í°¡±â ÁÁ¾Æ¿ä."
2006,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['18'],['º¹ÇÕ¼º'],¼öºÐÄÉ¾ðµ¥ º¹ÇÕ¼ºÀÎ Á¦°¡ ¹ß¶óµµ ÃËÃËÇÏ´Ù°í ´À³¥ Á¤µµ´Â ¾Æ´Ï°í ±×³É °ÇÁ¶ÇÏÁö ¾ÊÀ» Á¤µµ?ÀÎ °Í °°¾Æ¿ä ±×·¡µµ °¡º±°í ¼øÇØ¼­ ÁÁ¾Æ¿ä
2007,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['27'],['°Ç¼º'],µ¥ÀÏ¸®ÇÏ°Ô ¹Ù¸£±â¿¡ ÀüÇô ¹«¸®¾ø´Â ¹«³­ÇÑ Á¦Ç°ÀÌ¿¡¿ä. ÇÇºÎ Æ®·¯ºíÀ» À¯¹ßÇÏ°Å³ª ÇÏÁø ¾ÊÁö¸¸ ±×·¸´Ù°í µå¶ó¸¶Æ½ÇÏ°Ô ÇÇºÎ¸¦ °³¼±ÇØÁÖÁöµµ ¾Ê¾Æ¿ä. Á¤¸» ¹«³­ÇÏ°í ºÒ¸¸ ¾ø´Â Á¦Ç°ÀÌ¶ó Àç±¸¸ÅÇÏ´Â ÁßÀÔ´Ï´Ù?????¡Ï?
2008,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['29'],['º¹ÇÕ¼º'],"°¡º±°í ¼øÇØ¼­ ÇÇºÎ¿¡ ºÎ´ã¾øÀÌ ¹Ù¸£±â ÁÁ¾Æ¿ä.
±×¸®°í Æ©ºêÇü ÄÉÀÌ½ºÀÎ°Ô ¾ÆÁÖ ¸Å¿ì ÁÁÀ½!! ¾µµ¥¾øÀÌ ´ÜÁöÇüÀ¸·Î ¸¸µéÁö ¾Ê¾ÒÀ¸¸é!!
ÇÏÁö¸¸ º¸½À·ÂÀÌ ¸¹ÀÌ ¾àÇØ¼­ ¿©¸§¿¡¸¸ ¾µ ¼ö ÀÖ°Ú¾î¿ä.
¿©¸§¿¡ Å©¸²À» ¹Ù¸£ÀÚ´Ï ¹«°Ì°í ¾È¹Ù¸£ÀÚ´Ï °ÇÁ¶ÇÏ°í Æ®·¯ºí³¯ ¶§ À¯¼öºÐ¹ë·±½º°¡ ¾È¸ÂÀ» ¶§ ¾²±â ÁÁ½À´Ï´Ù.
º½,°¡À»,°Ü¿ï¿£ º¸½À·ÂÀÌ ¸¹ÀÌ ºÎÁ·ÇØ¿ä!!"
2009,ºí·çº£¸® ¸®¹ë·±½Ì Å©¸²,['28'],['°Ç¼º'],°¡°Ý ÂøÇÏ°í ¾ó±¼¿¡ ¹¹ ¾È³ª°í ¹Î°¨¼º Å©¸²À¸·Î °¡¼ººñ ÁÁ±äÇÑµ¥ ³Ê¹« ÃËÃËÇÏÁö°¡ ¾Ê¾Æ¼­ °Ç¼ºÀº ¸ø¾µ°Å°°¾Æ¿ä¤Ð¤Ð È­Àå Àü¿¡ ¹Ù¸£´Â ¿ëµµ·Îµµ ³ªÁß¿¡ ¼Ó°ÇÁ¶ ´À²¸Á®¼­ °ÅÀÇ ¼ÕÀÌ ¾È°¡´Â Á¦Ç°ÀÔ´Ï´Ù.
